ID,Language_ID,Parameter_ID,Value
five-paku1239,paku1239,Was_there_lexical_replacement_of_five?,no
five-pala1344,pala1344,Was_there_lexical_replacement_of_five?,no
five-palu1252,palu1252,Was_there_lexical_replacement_of_five?,no
five-palu1253,palu1253,Was_there_lexical_replacement_of_five?,no
five-pamo1252,pamo1252,Was_there_lexical_replacement_of_five?,no
five-pamp1243,pamp1243,Was_there_lexical_replacement_of_five?,no
five-pamp1244,pamp1244,Was_there_lexical_replacement_of_five?,no
five-pana1303,pana1303,Was_there_lexical_replacement_of_five?,no
five-panc1247,panc1247,Was_there_lexical_replacement_of_five?,no
five-pang1290,pang1290,Was_there_lexical_replacement_of_five?,no
five-pang1291,pang1291,Was_there_lexical_replacement_of_five?,no
five-pann1239,pann1239,Was_there_lexical_replacement_of_five?,unknown
five-papa1265,papa1265,Was_there_lexical_replacement_of_five?,no
five-papa1268,papa1268,Was_there_lexical_replacement_of_five?,no
five-papo1239,papo1239,Was_there_lexical_replacement_of_five?,no
five-papu1250,papu1250,Was_there_lexical_replacement_of_five?,no
five-papu1251,papu1251,Was_there_lexical_replacement_of_five?,no
five-para1306,para1306,Was_there_lexical_replacement_of_five?,no
five-pata1260,pata1260,Was_there_lexical_replacement_of_five?,no
five-pate1247,pate1247,Was_there_lexical_replacement_of_five?,yes
five-patp1243,patp1243,Was_there_lexical_replacement_of_five?,no
five-patt1249,patt1249,Was_there_lexical_replacement_of_five?,no
five-paul1238,paul1238,Was_there_lexical_replacement_of_five?,no
five-pauw1243,pauw1243,Was_there_lexical_replacement_of_five?,no
five-peka1242,peka1242,Was_there_lexical_replacement_of_five?,no
five-penc1239,penc1239,Was_there_lexical_replacement_of_five?,yes
five-pend1242,pend1242,Was_there_lexical_replacement_of_five?,no
five-penr1237,penr1237,Was_there_lexical_replacement_of_five?,no
five-pera1256,pera1256,Was_there_lexical_replacement_of_five?,no
five-pera1257,pera1257,Was_there_lexical_replacement_of_five?,no
five-peta1245,peta1245,Was_there_lexical_replacement_of_five?,no
five-piam1242,piam1242,Was_there_lexical_replacement_of_five?,no
five-pije1237,pije1237,Was_there_lexical_replacement_of_five?,no
five-pile1238,pile1238,Was_there_lexical_replacement_of_five?,no
five-ping1243,ping1243,Was_there_lexical_replacement_of_five?,no
five-piuu1237,piuu1237,Was_there_lexical_replacement_of_five?,yes
five-plat1254,plat1254,Was_there_lexical_replacement_of_five?,no
five-pode1237,pode1237,Was_there_lexical_replacement_of_five?,unknown
five-pohn1238,pohn1238,Was_there_lexical_replacement_of_five?,no
five-poll1238,poll1238,Was_there_lexical_replacement_of_five?,unknown
five-polo1242,polo1242,Was_there_lexical_replacement_of_five?,no
five-pomm1237,pomm1237,Was_there_lexical_replacement_of_five?,no
five-pona1250,pona1250,Was_there_lexical_replacement_of_five?,no
five-pono1240,pono1240,Was_there_lexical_replacement_of_five?,no
five-poro1253,poro1253,Was_there_lexical_replacement_of_five?,no
five-port1285,port1285,Was_there_lexical_replacement_of_five?,no
five-port1286,port1286,Was_there_lexical_replacement_of_five?,no
five-pudt1235,pudt1235,Was_there_lexical_replacement_of_five?,no
five-puka1242,puka1242,Was_there_lexical_replacement_of_five?,no
five-puka1244,puka1244,Was_there_lexical_replacement_of_five?,unknown
five-pulu1242,pulu1242,Was_there_lexical_replacement_of_five?,no
five-puna1266,puna1266,Was_there_lexical_replacement_of_five?,no
five-puna1267,puna1267,Was_there_lexical_replacement_of_five?,no
five-puna1268,puna1268,Was_there_lexical_replacement_of_five?,unknown
five-puna1275,puna1275,Was_there_lexical_replacement_of_five?,no
five-puna1278,puna1278,Was_there_lexical_replacement_of_five?,no
five-puyu1239,puyu1239,Was_there_lexical_replacement_of_five?,no
five-pwaa1237,pwaa1237,Was_there_lexical_replacement_of_five?,no
five-pwap1237,pwap1237,Was_there_lexical_replacement_of_five?,no
five-rade1240,rade1240,Was_there_lexical_replacement_of_five?,no
five-raha1237,raha1237,Was_there_lexical_replacement_of_five?,no
five-raja1254,raja1254,Was_there_lexical_replacement_of_five?,no
five-rajo1237,rajo1237,Was_there_lexical_replacement_of_five?,unknown
five-raka1237,raka1237,Was_there_lexical_replacement_of_five?,no
five-ramo1244,ramo1244,Was_there_lexical_replacement_of_five?,no
five-ramp1243,ramp1243,Was_there_lexical_replacement_of_five?,no
five-rapa1244,rapa1244,Was_there_lexical_replacement_of_five?,no
five-rapa1245,rapa1245,Was_there_lexical_replacement_of_five?,no
five-rara1235,rara1235,Was_there_lexical_replacement_of_five?,no
five-raro1241,raro1241,Was_there_lexical_replacement_of_five?,no
five-rata1244,rata1244,Was_there_lexical_replacement_of_five?,no
five-rata1245,rata1245,Was_there_lexical_replacement_of_five?,no
five-reja1240,reja1240,Was_there_lexical_replacement_of_five?,no
five-reja1241,reja1241,Was_there_lexical_replacement_of_five?,no
five-remb1250,remb1250,Was_there_lexical_replacement_of_five?,no
five-remo1247,remo1247,Was_there_lexical_replacement_of_five?,no
five-remu1237,remu1237,Was_there_lexical_replacement_of_five?,unknown
five-renn1242,renn1242,Was_there_lexical_replacement_of_five?,no
five-rere1240,rere1240,Was_there_lexical_replacement_of_five?,no
five-ribu1241,ribu1241,Was_there_lexical_replacement_of_five?,no
five-ring1244,ring1244,Was_there_lexical_replacement_of_five?,no
five-riri1237,riri1237,Was_there_lexical_replacement_of_five?,no
five-riun1237,riun1237,Was_there_lexical_replacement_of_five?,no
five-roma1332,roma1332,Was_there_lexical_replacement_of_five?,no
five-romb1245,romb1245,Was_there_lexical_replacement_of_five?,no
five-rong1269,rong1269,Was_there_lexical_replacement_of_five?,no
five-ronj1237,ronj1237,Was_there_lexical_replacement_of_five?,no
five-roon1237,roon1237,Was_there_lexical_replacement_of_five?,no
five-rori1237,rori1237,Was_there_lexical_replacement_of_five?,no
five-rotu1241,rotu1241,Was_there_lexical_replacement_of_five?,no
five-rovi1238,rovi1238,Was_there_lexical_replacement_of_five?,no
five-ruka1240,ruka1240,Was_there_lexical_replacement_of_five?,no
five-rung1259,rung1259,Was_there_lexical_replacement_of_five?,no
five-saaa1240,saaa1240,Was_there_lexical_replacement_of_five?,no
five-saaa1241,saaa1241,Was_there_lexical_replacement_of_five?,no
five-saar1237,saar1237,Was_there_lexical_replacement_of_five?,no
five-saba1263,saba1263,Was_there_lexical_replacement_of_five?,no
five-saba1265,saba1265,Was_there_lexical_replacement_of_five?,no
five-saba1267,saba1267,Was_there_lexical_replacement_of_five?,no
five-sabu1255,sabu1255,Was_there_lexical_replacement_of_five?,no
five-sais1237,sais1237,Was_there_lexical_replacement_of_five?,yes
five-saja1241,saja1241,Was_there_lexical_replacement_of_five?,unknown
five-saka1289,saka1289,Was_there_lexical_replacement_of_five?,no
five-saka1291,saka1291,Was_there_lexical_replacement_of_five?,no
five-saki1247,saki1247,Was_there_lexical_replacement_of_five?,no
five-sala1269,sala1269,Was_there_lexical_replacement_of_five?,unknown
five-sale1244,sale1244,Was_there_lexical_replacement_of_five?,no
five-sali1295,sali1295,Was_there_lexical_replacement_of_five?,yes
five-salu1253,salu1253,Was_there_lexical_replacement_of_five?,no
five-samo1305,samo1305,Was_there_lexical_replacement_of_five?,no
five-sang1334,sang1334,Was_there_lexical_replacement_of_five?,unknown
five-sang1336,sang1336,Was_there_lexical_replacement_of_five?,no
five-sang1337,sang1337,Was_there_lexical_replacement_of_five?,no
five-sang1339,sang1339,Was_there_lexical_replacement_of_five?,no
five-sapa1251,sapa1251,Was_there_lexical_replacement_of_five?,no
five-sapo1253,sapo1253,Was_there_lexical_replacement_of_five?,no
five-sara1323,sara1323,Was_there_lexical_replacement_of_five?,yes
five-sara1326,sara1326,Was_there_lexical_replacement_of_five?,no
five-sara1327,sara1327,Was_there_lexical_replacement_of_five?,no
five-sara1329,sara1329,Was_there_lexical_replacement_of_five?,unknown
five-saru1242,saru1242,Was_there_lexical_replacement_of_five?,no
five-sasa1249,sasa1249,Was_there_lexical_replacement_of_five?,no
five-sata1237,sata1237,Was_there_lexical_replacement_of_five?,no
five-sawa1247,sawa1247,Was_there_lexical_replacement_of_five?,no
five-sebe1242,sebe1242,Was_there_lexical_replacement_of_five?,no
five-sebo1238,sebo1238,Was_there_lexical_replacement_of_five?,no
five-sedo1237,sedo1237,Was_there_lexical_replacement_of_five?,unknown
five-sega1243,sega1243,Was_there_lexical_replacement_of_five?,no
five-seim1238,seim1238,Was_there_lexical_replacement_of_five?,yes
five-seit1239,seit1239,Was_there_lexical_replacement_of_five?,no
five-seka1247,seka1247,Was_there_lexical_replacement_of_five?,no
five-seka1248,seka1248,Was_there_lexical_replacement_of_five?,no
five-seke1241,seke1241,Was_there_lexical_replacement_of_five?,no
five-seko1242,seko1242,Was_there_lexical_replacement_of_five?,no
five-seko1243,seko1243,Was_there_lexical_replacement_of_five?,no
five-sela1259,sela1259,Was_there_lexical_replacement_of_five?,no
five-sela1260,sela1260,Was_there_lexical_replacement_of_five?,no
five-selu1242,selu1242,Was_there_lexical_replacement_of_five?,no
five-selu1243,selu1243,Was_there_lexical_replacement_of_five?,no
five-sema1269,sema1269,Was_there_lexical_replacement_of_five?,no
five-semb1240,semb1240,Was_there_lexical_replacement_of_five?,no
five-seng1281,seng1281,Was_there_lexical_replacement_of_five?,yes
five-sepa1241,sepa1241,Was_there_lexical_replacement_of_five?,no
five-sepa1242,sepa1242,Was_there_lexical_replacement_of_five?,no
five-sera1260,sera1260,Was_there_lexical_replacement_of_five?,yes
five-seri1255,seri1255,Was_there_lexical_replacement_of_five?,no
five-seru1244,seru1244,Was_there_lexical_replacement_of_five?,no
five-seru1245,seru1245,Was_there_lexical_replacement_of_five?,no
five-seru1246,seru1246,Was_there_lexical_replacement_of_five?,no
five-sewa1251,sewa1251,Was_there_lexical_replacement_of_five?,no
five-shar1244,shar1244,Was_there_lexical_replacement_of_five?,no
five-sian1254,sian1254,Was_there_lexical_replacement_of_five?,no
five-sian1255,sian1255,Was_there_lexical_replacement_of_five?,no
five-siar1238,siar1238,Was_there_lexical_replacement_of_five?,no
five-sibu1258,sibu1258,Was_there_lexical_replacement_of_five?,no
five-siee1239,siee1239,Was_there_lexical_replacement_of_five?,no
five-sika1261,sika1261,Was_there_lexical_replacement_of_five?,no
five-sika1262,sika1262,Was_there_lexical_replacement_of_five?,no
five-siku1242,siku1242,Was_there_lexical_replacement_of_five?,no
five-simb1256,simb1256,Was_there_lexical_replacement_of_five?,no
five-sime1241,sime1241,Was_there_lexical_replacement_of_five?,no
five-sina1266,sina1266,Was_there_lexical_replacement_of_five?,no
five-sioo1240,sioo1240,Was_there_lexical_replacement_of_five?,no
five-sira1267,sira1267,Was_there_lexical_replacement_of_five?,no
five-sisi1250,sisi1250,Was_there_lexical_replacement_of_five?,no
five-siss1243,siss1243,Was_there_lexical_replacement_of_five?,yes
five-sobe1238,sobe1238,Was_there_lexical_replacement_of_five?,no
five-solo1257,solo1257,Was_there_lexical_replacement_of_five?,no
five-solo1258,solo1258,Was_there_lexical_replacement_of_five?,no
five-sons1242,sons1242,Was_there_lexical_replacement_of_five?,no
five-sori1242,sori1242,Was_there_lexical_replacement_of_five?,no
five-sout2856,sout2856,Was_there_lexical_replacement_of_five?,no
five-sout2857,sout2857,Was_there_lexical_replacement_of_five?,no
five-sout2859,sout2859,Was_there_lexical_replacement_of_five?,yes
five-sout2866,sout2866,Was_there_lexical_replacement_of_five?,no
five-sout2869,sout2869,Was_there_lexical_replacement_of_five?,no
five-sout2877,sout2877,Was_there_lexical_replacement_of_five?,yes
five-sout2883,sout2883,Was_there_lexical_replacement_of_five?,no
five-sout2895,sout2895,Was_there_lexical_replacement_of_five?,no
five-sout2896,sout2896,Was_there_lexical_replacement_of_five?,no
five-sout2905,sout2905,Was_there_lexical_replacement_of_five?,no
five-sout2908,sout2908,Was_there_lexical_replacement_of_five?,no
five-sout2912,sout2912,Was_there_lexical_replacement_of_five?,no
five-sout2916,sout2916,Was_there_lexical_replacement_of_five?,no
five-sout2918,sout2918,Was_there_lexical_replacement_of_five?,no
five-sout2920,sout2920,Was_there_lexical_replacement_of_five?,no
five-sout3010,sout3010,Was_there_lexical_replacement_of_five?,no
five-sout3241,sout3241,Was_there_lexical_replacement_of_five?,no
five-sowa1244,sowa1244,Was_there_lexical_replacement_of_five?,no
five-sril1245,sril1245,Was_there_lexical_replacement_of_five?,no
five-stan1306,stan1306,Was_there_lexical_replacement_of_five?,no
five-suau1242,suau1242,Was_there_lexical_replacement_of_five?,yes
five-sude1239,sude1239,Was_there_lexical_replacement_of_five?,no
five-sugu1243,sugu1243,Was_there_lexical_replacement_of_five?,no
five-suku1264,suku1264,Was_there_lexical_replacement_of_five?,yes
five-sula1248,sula1248,Was_there_lexical_replacement_of_five?,no
five-sulo1237,sulo1237,Was_there_lexical_replacement_of_five?,no
five-sumb1241,sumb1241,Was_there_lexical_replacement_of_five?,no
five-sund1252,sund1252,Was_there_lexical_replacement_of_five?,no
five-suri1273,suri1273,Was_there_lexical_replacement_of_five?,no
five-surs1246,surs1246,Was_there_lexical_replacement_of_five?,no
five-suwa1241,suwa1241,Was_there_lexical_replacement_of_five?,no
five-tady1237,tady1237,Was_there_lexical_replacement_of_five?,no
five-taee1237,taee1237,Was_there_lexical_replacement_of_five?,no
five-taga1268,taga1268,Was_there_lexical_replacement_of_five?,no
five-taga1270,taga1270,Was_there_lexical_replacement_of_five?,no
five-taga1272,taga1272,Was_there_lexical_replacement_of_five?,no
five-taga1273,taga1273,Was_there_lexical_replacement_of_five?,no
five-tagb1258,tagb1258,Was_there_lexical_replacement_of_five?,no
five-tahi1242,tahi1242,Was_there_lexical_replacement_of_five?,no
five-taje1237,taje1237,Was_there_lexical_replacement_of_five?,no
five-taji1246,taji1246,Was_there_lexical_replacement_of_five?,no
five-taki1248,taki1248,Was_there_lexical_replacement_of_five?,yes
five-taku1257,taku1257,Was_there_lexical_replacement_of_five?,no
five-tala1285,tala1285,Was_there_lexical_replacement_of_five?,no
five-tali1259,tali1259,Was_there_lexical_replacement_of_five?,no
five-tali1262,tali1262,Was_there_lexical_replacement_of_five?,no
five-talo1251,talo1251,Was_there_lexical_replacement_of_five?,unknown
five-talo1252,talo1252,Was_there_lexical_replacement_of_five?,no
five-tama1335,tama1335,Was_there_lexical_replacement_of_five?,no
five-tamb1253,tamb1253,Was_there_lexical_replacement_of_five?,no
five-tami1290,tami1290,Was_there_lexical_replacement_of_five?,no
five-tamp1254,tamp1254,Was_there_lexical_replacement_of_five?,no
five-tana1281,tana1281,Was_there_lexical_replacement_of_five?,no
five-tand1253,tand1253,Was_there_lexical_replacement_of_five?,no
five-tand1256,tand1256,Was_there_lexical_replacement_of_five?,no
five-tand1258,tand1258,Was_there_lexical_replacement_of_five?,no
five-tane1237,tane1237,Was_there_lexical_replacement_of_five?,no
five-tang1347,tang1347,Was_there_lexical_replacement_of_five?,no
five-tang1348,tang1348,Was_there_lexical_replacement_of_five?,no
five-tani1255,tani1255,Was_there_lexical_replacement_of_five?,no
five-tano1246,tano1246,Was_there_lexical_replacement_of_five?,no
five-taro1264,taro1264,Was_there_lexical_replacement_of_five?,no
five-tarp1240,tarp1240,Was_there_lexical_replacement_of_five?,no
five-tasm1246,tasm1246,Was_there_lexical_replacement_of_five?,no
five-tata1257,tata1257,Was_there_lexical_replacement_of_five?,no
five-taup1242,taup1242,Was_there_lexical_replacement_of_five?,no
five-taus1251,taus1251,Was_there_lexical_replacement_of_five?,no
five-taut1234,taut1234,Was_there_lexical_replacement_of_five?,no
five-tawa1275,tawa1275,Was_there_lexical_replacement_of_five?,no
five-tawo1243,tawo1243,Was_there_lexical_replacement_of_five?,no
five-tbol1240,tbol1240,Was_there_lexical_replacement_of_five?,no
five-tean1237,tean1237,Was_there_lexical_replacement_of_five?,no
five-tela1241,tela1241,Was_there_lexical_replacement_of_five?,no
five-telu1263,telu1263,Was_there_lexical_replacement_of_five?,no
five-temu1239,temu1239,Was_there_lexical_replacement_of_five?,unknown
five-teng1267,teng1267,Was_there_lexical_replacement_of_five?,no
five-teng1272,teng1272,Was_there_lexical_replacement_of_five?,no
five-teni1244,teni1244,Was_there_lexical_replacement_of_five?,no
five-teop1238,teop1238,Was_there_lexical_replacement_of_five?,no
five-teor1240,teor1240,Was_there_lexical_replacement_of_five?,no
five-tere1276,tere1276,Was_there_lexical_replacement_of_five?,no
five-term1237,term1237,Was_there_lexical_replacement_of_five?,no
five-tesa1236,tesa1236,Was_there_lexical_replacement_of_five?,no
five-tetu1245,tetu1245,Was_there_lexical_replacement_of_five?,no
five-tetu1246,tetu1246,Was_there_lexical_replacement_of_five?,no
five-teun1241,teun1241,Was_there_lexical_replacement_of_five?,no
five-thao1240,thao1240,Was_there_lexical_replacement_of_five?,no
five-tial1239,tial1239,Was_there_lexical_replacement_of_five?,no
five-tian1237,tian1237,Was_there_lexical_replacement_of_five?,no
five-tiga1245,tiga1245,Was_there_lexical_replacement_of_five?,yes
five-tiii1241,tiii1241,Was_there_lexical_replacement_of_five?,no
five-tiko1237,tiko1237,Was_there_lexical_replacement_of_five?,no
